,Skill Moves,Position,Height,Weight,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle
7561,2.0,8,73.0,172,58.0,42.0,68.0,67.0,33.0,59.0,47.0,35.0,69.0,64.0,65.0,66.0,61.0,65.0,61.0,61.0,70.0,73.0,75.0,53.0,78.0,70.0,52.0,49.0,42.0,61.0,66.0,63.0,60.0
7562,2.0,19,71.0,161,63.0,52.0,54.0,63.0,42.0,63.0,52.0,39.0,57.0,66.0,73.0,66.0,71.0,66.0,68.0,46.0,76.0,67.0,64.0,55.0,71.0,65.0,53.0,48.0,51.0,52.0,70.0,73.0,68.0
7563,2.0,19,67.0,141,64.0,41.0,58.0,63.0,45.0,62.0,49.0,41.0,60.0,61.0,78.0,76.0,73.0,59.0,90.0,48.0,61.0,74.0,54.0,42.0,60.0,65.0,47.0,51.0,42.0,59.0,69.0,70.0,70.0
7564,3.0,1,76.0,192,46.0,67.0,59.0,60.0,58.0,67.0,66.0,33.0,33.0,66.0,77.0,80.0,68.0,63.0,63.0,66.0,68.0,71.0,84.0,55.0,80.0,22.0,66.0,57.0,68.0,63.0,38.0,28.0,15.0
7565,3.0,12,69.0,148,71.0,59.0,39.0,70.0,59.0,65.0,68.0,72.0,64.0,67.0,66.0,68.0,70.0,59.0,72.0,59.0,64.0,62.0,64.0,65.0,59.0,57.0,70.0,74.0,62.0,66.0,33.0,58.0,55.0
7566,2.0,1,74.0,165,31.0,69.0,73.0,50.0,72.0,62.0,42.0,26.0,34.0,66.0,63.0,69.0,64.0,63.0,55.0,68.0,74.0,62.0,75.0,57.0,46.0,12.0,73.0,42.0,65.0,66.0,22.0,14.0,14.0
7567,3.0,19,72.0,165,69.0,55.0,53.0,67.0,63.0,72.0,68.0,64.0,64.0,74.0,76.0,75.0,76.0,67.0,72.0,72.0,56.0,68.0,62.0,67.0,74.0,68.0,62.0,64.0,56.0,66.0,65.0,67.0,62.0
7568,1.0,4,71.0,168,17.0,14.0,18.0,27.0,16.0,11.0,20.0,18.0,17.0,25.0,42.0,46.0,36.0,65.0,52.0,24.0,57.0,31.0,35.0,12.0,16.0,22.0,19.0,21.0,23.0,36.0,27.0,14.0,15.0
7569,3.0,11,75.0,207,56.0,55.0,50.0,72.0,46.0,63.0,43.0,58.0,70.0,68.0,52.0,36.0,45.0,64.0,43.0,70.0,56.0,75.0,89.0,59.0,44.0,64.0,61.0,59.0,59.0,68.0,64.0,69.0,66.0
7570,3.0,19,68.0,163,69.0,43.0,45.0,60.0,42.0,64.0,59.0,46.0,63.0,65.0,80.0,75.0,85.0,67.0,79.0,58.0,81.0,74.0,67.0,49.0,73.0,68.0,54.0,39.0,44.0,56.0,62.0,66.0,68.0
7571,1.0,4,76.0,187,14.0,8.0,10.0,22.0,6.0,7.0,11.0,10.0,15.0,16.0,22.0,22.0,41.0,64.0,28.0,21.0,30.0,27.0,69.0,8.0,20.0,8.0,6.0,33.0,14.0,49.0,20.0,10.0,10.0
7572,3.0,3,72.0,168,63.0,66.0,61.0,60.0,63.0,66.0,61.0,49.0,50.0,71.0,82.0,84.0,79.0,60.0,60.0,64.0,62.0,73.0,61.0,64.0,55.0,18.0,70.0,55.0,62.0,63.0,41.0,13.0,16.0
7573,3.0,19,72.0,168,66.0,29.0,53.0,65.0,35.0,71.0,52.0,32.0,47.0,70.0,86.0,83.0,77.0,64.0,74.0,42.0,69.0,77.0,73.0,31.0,62.0,60.0,51.0,46.0,35.0,53.0,62.0,66.0,59.0
7574,2.0,1,68.0,163,43.0,70.0,76.0,67.0,56.0,60.0,53.0,52.0,33.0,58.0,63.0,66.0,61.0,68.0,59.0,66.0,76.0,70.0,67.0,57.0,38.0,18.0,74.0,49.0,70.0,59.0,24.0,24.0,18.0
7575,3.0,16,68.0,143,74.0,53.0,46.0,70.0,54.0,69.0,71.0,70.0,66.0,64.0,77.0,77.0,87.0,57.0,81.0,70.0,34.0,79.0,50.0,74.0,43.0,52.0,60.0,63.0,66.0,67.0,32.0,30.0,21.0
7576,1.0,4,77.0,181,16.0,12.0,12.0,36.0,14.0,17.0,14.0,13.0,34.0,18.0,55.0,55.0,38.0,67.0,34.0,44.0,55.0,37.0,68.0,16.0,35.0,22.0,17.0,39.0,24.0,49.0,20.0,16.0,16.0
7577,3.0,19,70.0,172,66.0,57.0,58.0,65.0,39.0,65.0,67.0,38.0,64.0,64.0,79.0,85.0,76.0,54.0,76.0,75.0,73.0,88.0,65.0,63.0,71.0,59.0,54.0,56.0,35.0,63.0,64.0,64.0,64.0
7578,3.0,19,69.0,163,63.0,54.0,52.0,65.0,42.0,63.0,56.0,51.0,59.0,65.0,73.0,68.0,77.0,62.0,73.0,67.0,82.0,92.0,73.0,66.0,70.0,65.0,62.0,60.0,56.0,63.0,64.0,66.0,63.0
7579,2.0,8,74.0,185,33.0,39.0,66.0,58.0,42.0,33.0,35.0,21.0,54.0,52.0,47.0,43.0,47.0,68.0,44.0,68.0,77.0,64.0,80.0,42.0,71.0,69.0,38.0,40.0,34.0,63.0,68.0,66.0,58.0
7580,3.0,16,72.0,161,59.0,66.0,62.0,66.0,67.0,67.0,67.0,57.0,52.0,68.0,86.0,79.0,88.0,62.0,68.0,65.0,70.0,74.0,62.0,67.0,70.0,55.0,66.0,65.0,67.0,71.0,54.0,58.0,57.0
7581,2.0,8,72.0,183,27.0,25.0,70.0,60.0,28.0,40.0,27.0,58.0,56.0,58.0,66.0,63.0,47.0,63.0,48.0,60.0,64.0,64.0,78.0,39.0,60.0,67.0,26.0,48.0,45.0,58.0,61.0,72.0,69.0
7582,4.0,3,69.0,152,64.0,55.0,47.0,60.0,55.0,75.0,73.0,53.0,58.0,72.0,87.0,87.0,92.0,59.0,75.0,65.0,62.0,70.0,39.0,52.0,60.0,45.0,62.0,64.0,59.0,60.0,33.0,44.0,40.0
7583,2.0,8,74.0,161,23.0,19.0,61.0,41.0,26.0,36.0,28.0,22.0,30.0,54.0,78.0,79.0,44.0,55.0,52.0,48.0,63.0,63.0,83.0,22.0,81.0,62.0,28.0,34.0,32.0,49.0,66.0,70.0,70.0
7584,2.0,5,72.0,168,56.0,46.0,59.0,72.0,48.0,65.0,40.0,39.0,67.0,69.0,63.0,65.0,68.0,68.0,65.0,52.0,74.0,78.0,67.0,50.0,64.0,66.0,58.0,67.0,46.0,64.0,60.0,65.0,59.0
7585,3.0,12,70.0,150,66.0,54.0,47.0,68.0,62.0,71.0,70.0,70.0,55.0,69.0,77.0,68.0,83.0,64.0,76.0,73.0,71.0,60.0,53.0,71.0,54.0,38.0,61.0,64.0,59.0,56.0,41.0,24.0,20.0
7586,2.0,8,73.0,185,25.0,39.0,68.0,62.0,26.0,51.0,42.0,27.0,52.0,60.0,48.0,63.0,34.0,68.0,38.0,59.0,71.0,68.0,73.0,42.0,74.0,67.0,42.0,54.0,32.0,53.0,67.0,69.0,60.0
7587,3.0,1,69.0,161,65.0,73.0,61.0,62.0,71.0,63.0,66.0,53.0,51.0,68.0,70.0,68.0,70.0,67.0,77.0,67.0,75.0,65.0,60.0,60.0,55.0,34.0,71.0,66.0,83.0,74.0,19.0,21.0,14.0
7588,2.0,8,75.0,190,57.0,38.0,66.0,60.0,33.0,54.0,31.0,38.0,56.0,53.0,73.0,74.0,46.0,64.0,58.0,59.0,71.0,60.0,78.0,44.0,67.0,69.0,38.0,51.0,45.0,62.0,63.0,71.0,66.0
7589,3.0,5,71.0,170,69.0,60.0,63.0,67.0,69.0,68.0,76.0,71.0,67.0,67.0,76.0,79.0,77.0,63.0,64.0,79.0,71.0,79.0,77.0,67.0,74.0,64.0,59.0,67.0,76.0,68.0,58.0,66.0,64.0
7590,2.0,8,75.0,154,37.0,28.0,68.0,63.0,32.0,56.0,34.0,36.0,65.0,60.0,62.0,60.0,68.0,65.0,30.0,44.0,67.0,68.0,74.0,38.0,66.0,66.0,48.0,53.0,40.0,70.0,65.0,69.0,68.0
7591,2.0,8,74.0,187,35.0,22.0,62.0,50.0,22.0,36.0,25.0,27.0,48.0,49.0,67.0,71.0,58.0,62.0,50.0,45.0,80.0,63.0,87.0,33.0,64.0,66.0,21.0,37.0,29.0,64.0,70.0,67.0,65.0
7592,2.0,19,65.0,143,64.0,46.0,57.0,62.0,30.0,61.0,52.0,37.0,48.0,58.0,80.0,70.0,79.0,64.0,89.0,54.0,91.0,90.0,43.0,46.0,75.0,61.0,65.0,64.0,45.0,53.0,57.0,67.0,69.0
7593,2.0,1,76.0,187,39.0,73.0,71.0,55.0,68.0,61.0,48.0,31.0,34.0,67.0,49.0,55.0,52.0,66.0,41.0,70.0,62.0,55.0,82.0,57.0,49.0,24.0,68.0,47.0,62.0,63.0,20.0,17.0,25.0
7594,3.0,3,70.0,152,58.0,57.0,48.0,72.0,47.0,67.0,69.0,64.0,59.0,71.0,69.0,60.0,69.0,59.0,59.0,59.0,39.0,69.0,62.0,59.0,37.0,18.0,72.0,67.0,71.0,71.0,48.0,38.0,42.0
7595,2.0,1,71.0,174,38.0,67.0,71.0,49.0,52.0,61.0,51.0,48.0,40.0,69.0,67.0,69.0,57.0,71.0,63.0,71.0,81.0,66.0,68.0,59.0,36.0,18.0,73.0,49.0,70.0,58.0,32.0,17.0,17.0
7596,3.0,1,68.0,163,60.0,66.0,53.0,64.0,65.0,67.0,55.0,51.0,54.0,70.0,89.0,86.0,79.0,67.0,76.0,70.0,67.0,68.0,80.0,54.0,57.0,19.0,63.0,60.0,69.0,65.0,32.0,38.0,36.0
7597,2.0,8,75.0,192,23.0,24.0,71.0,66.0,21.0,38.0,26.0,17.0,54.0,52.0,40.0,34.0,35.0,66.0,29.0,43.0,59.0,56.0,86.0,20.0,71.0,68.0,26.0,24.0,29.0,60.0,69.0,63.0,60.0
7598,2.0,8,75.0,181,37.0,39.0,72.0,56.0,40.0,51.0,49.0,27.0,52.0,54.0,68.0,60.0,58.0,57.0,57.0,61.0,72.0,64.0,87.0,42.0,62.0,64.0,32.0,51.0,30.0,61.0,62.0,71.0,61.0
7599,2.0,8,76.0,196,41.0,49.0,70.0,56.0,41.0,46.0,41.0,63.0,53.0,52.0,57.0,51.0,48.0,65.0,33.0,74.0,61.0,87.0,89.0,68.0,92.0,64.0,52.0,42.0,58.0,61.0,62.0,64.0,62.0
7600,3.0,5,69.0,148,61.0,54.0,62.0,74.0,52.0,63.0,51.0,52.0,69.0,67.0,68.0,70.0,61.0,68.0,77.0,57.0,62.0,72.0,53.0,53.0,64.0,64.0,61.0,65.0,50.0,64.0,57.0,68.0,64.0
7601,3.0,3,67.0,154,66.0,53.0,59.0,69.0,54.0,74.0,60.0,48.0,61.0,71.0,84.0,80.0,71.0,48.0,82.0,59.0,38.0,66.0,51.0,59.0,26.0,42.0,66.0,68.0,53.0,71.0,66.0,69.0,63.0
7602,3.0,16,69.0,154,58.0,58.0,38.0,69.0,51.0,70.0,63.0,60.0,59.0,66.0,83.0,81.0,84.0,62.0,88.0,70.0,73.0,77.0,62.0,64.0,72.0,50.0,64.0,63.0,55.0,63.0,31.0,46.0,42.0
7603,2.0,1,76.0,190,43.0,66.0,70.0,60.0,67.0,63.0,54.0,48.0,50.0,65.0,65.0,68.0,64.0,66.0,52.0,70.0,69.0,55.0,79.0,65.0,40.0,22.0,69.0,53.0,56.0,48.0,24.0,23.0,20.0
7604,2.0,1,72.0,172,56.0,69.0,66.0,61.0,68.0,62.0,47.0,55.0,46.0,67.0,60.0,68.0,59.0,59.0,52.0,76.0,70.0,37.0,76.0,62.0,33.0,20.0,65.0,55.0,66.0,55.0,52.0,28.0,16.0
7605,3.0,3,70.0,152,64.0,68.0,46.0,67.0,51.0,75.0,54.0,56.0,66.0,67.0,78.0,88.0,67.0,55.0,71.0,59.0,56.0,69.0,46.0,52.0,51.0,37.0,62.0,62.0,50.0,66.0,50.0,59.0,51.0
7606,1.0,4,76.0,212,13.0,12.0,11.0,37.0,14.0,14.0,12.0,16.0,37.0,22.0,43.0,34.0,34.0,62.0,34.0,17.0,66.0,27.0,85.0,15.0,22.0,19.0,12.0,21.0,15.0,42.0,23.0,9.0,19.0
7607,2.0,11,74.0,176,63.0,63.0,67.0,71.0,53.0,65.0,68.0,69.0,65.0,61.0,66.0,67.0,67.0,66.0,66.0,73.0,70.0,76.0,72.0,67.0,72.0,67.0,59.0,58.0,70.0,70.0,67.0,70.0,60.0
7608,3.0,12,67.0,154,59.0,65.0,37.0,69.0,45.0,71.0,56.0,71.0,62.0,70.0,71.0,71.0,78.0,53.0,78.0,59.0,66.0,74.0,67.0,57.0,44.0,31.0,64.0,69.0,52.0,68.0,38.0,34.0,37.0
7609,3.0,16,68.0,154,64.0,32.0,57.0,66.0,29.0,70.0,63.0,44.0,63.0,72.0,91.0,87.0,86.0,60.0,72.0,30.0,61.0,76.0,70.0,33.0,73.0,62.0,69.0,59.0,37.0,70.0,61.0,66.0,62.0
7610,2.0,19,71.0,163,65.0,35.0,58.0,66.0,32.0,62.0,54.0,43.0,60.0,64.0,73.0,78.0,76.0,69.0,68.0,47.0,66.0,77.0,71.0,36.0,79.0,66.0,48.0,52.0,59.0,60.0,65.0,68.0,63.0
7611,1.0,4,77.0,183,12.0,15.0,12.0,24.0,8.0,10.0,19.0,16.0,25.0,23.0,42.0,37.0,36.0,64.0,42.0,20.0,55.0,29.0,59.0,12.0,16.0,12.0,13.0,45.0,16.0,51.0,13.0,13.0,20.0
7612,2.0,8,72.0,168,63.0,44.0,64.0,58.0,44.0,67.0,46.0,36.0,56.0,62.0,70.0,75.0,64.0,65.0,62.0,61.0,72.0,75.0,73.0,48.0,67.0,66.0,51.0,55.0,40.0,57.0,61.0,71.0,71.0
7613,2.0,8,71.0,183,65.0,40.0,64.0,61.0,43.0,59.0,45.0,32.0,56.0,60.0,64.0,68.0,53.0,50.0,65.0,60.0,77.0,32.0,87.0,39.0,80.0,63.0,52.0,51.0,53.0,61.0,58.0,68.0,68.0
7614,3.0,16,71.0,159,65.0,59.0,61.0,70.0,63.0,69.0,68.0,65.0,68.0,67.0,69.0,68.0,72.0,69.0,72.0,66.0,36.0,44.0,57.0,59.0,43.0,36.0,72.0,72.0,59.0,72.0,36.0,38.0,32.0
7615,1.0,4,74.0,194,19.0,13.0,11.0,50.0,16.0,11.0,19.0,20.0,22.0,23.0,36.0,41.0,41.0,63.0,38.0,11.0,61.0,30.0,55.0,11.0,28.0,12.0,10.0,58.0,24.0,50.0,15.0,17.0,19.0
7616,3.0,19,74.0,183,64.0,31.0,67.0,69.0,23.0,63.0,36.0,40.0,62.0,66.0,68.0,70.0,62.0,67.0,59.0,52.0,60.0,72.0,76.0,35.0,60.0,69.0,53.0,48.0,48.0,60.0,63.0,68.0,64.0
7617,2.0,11,74.0,161,64.0,49.0,58.0,68.0,42.0,66.0,41.0,42.0,60.0,68.0,74.0,77.0,60.0,68.0,60.0,58.0,71.0,75.0,64.0,50.0,64.0,67.0,63.0,68.0,46.0,58.0,71.0,70.0,63.0
7618,3.0,19,71.0,181,64.0,39.0,58.0,68.0,42.0,65.0,60.0,57.0,68.0,68.0,76.0,76.0,65.0,65.0,62.0,69.0,62.0,66.0,74.0,45.0,68.0,67.0,57.0,64.0,42.0,63.0,65.0,69.0,65.0
7619,1.0,4,69.0,152,20.0,10.0,11.0,22.0,10.0,10.0,14.0,18.0,21.0,24.0,38.0,34.0,28.0,59.0,63.0,32.0,45.0,30.0,40.0,10.0,39.0,22.0,19.0,38.0,15.0,50.0,17.0,15.0,12.0
7620,3.0,16,68.0,154,65.0,60.0,26.0,76.0,32.0,66.0,70.0,61.0,65.0,67.0,72.0,72.0,74.0,69.0,78.0,75.0,71.0,78.0,63.0,61.0,46.0,49.0,53.0,69.0,46.0,60.0,27.0,44.0,43.0
7621,3.0,1,71.0,165,57.0,69.0,60.0,65.0,59.0,72.0,52.0,40.0,37.0,67.0,78.0,78.0,74.0,64.0,61.0,62.0,65.0,75.0,70.0,61.0,47.0,26.0,71.0,60.0,61.0,57.0,22.0,22.0,18.0
7622,3.0,1,70.0,154,46.0,68.0,66.0,56.0,58.0,72.0,48.0,47.0,43.0,66.0,85.0,90.0,87.0,58.0,75.0,65.0,77.0,77.0,67.0,63.0,78.0,20.0,64.0,57.0,61.0,58.0,32.0,17.0,16.0
7623,2.0,8,73.0,185,45.0,20.0,65.0,57.0,18.0,36.0,31.0,35.0,57.0,49.0,33.0,36.0,34.0,55.0,55.0,65.0,83.0,57.0,89.0,32.0,65.0,66.0,29.0,29.0,46.0,66.0,70.0,67.0,66.0
7624,2.0,8,75.0,192,32.0,28.0,73.0,61.0,19.0,48.0,63.0,27.0,70.0,56.0,49.0,53.0,36.0,60.0,60.0,55.0,65.0,61.0,84.0,33.0,69.0,67.0,52.0,51.0,51.0,59.0,62.0,68.0,60.0
7625,3.0,5,70.0,148,69.0,57.0,58.0,71.0,69.0,66.0,74.0,67.0,70.0,67.0,75.0,66.0,77.0,72.0,68.0,66.0,53.0,61.0,56.0,66.0,57.0,46.0,59.0,65.0,53.0,63.0,45.0,59.0,53.0
7626,3.0,11,70.0,168,43.0,43.0,49.0,73.0,49.0,71.0,70.0,65.0,69.0,66.0,67.0,67.0,65.0,70.0,70.0,65.0,66.0,67.0,62.0,46.0,75.0,62.0,51.0,58.0,69.0,65.0,60.0,71.0,68.0
7627,1.0,4,71.0,165,14.0,20.0,17.0,48.0,12.0,15.0,25.0,18.0,45.0,15.0,35.0,21.0,55.0,69.0,47.0,33.0,79.0,29.0,71.0,20.0,45.0,30.0,11.0,65.0,25.0,56.0,11.0,25.0,25.0
7628,3.0,5,72.0,168,65.0,56.0,61.0,70.0,67.0,66.0,53.0,67.0,67.0,68.0,70.0,67.0,75.0,67.0,71.0,69.0,65.0,64.0,67.0,70.0,67.0,67.0,65.0,68.0,66.0,64.0,52.0,66.0,62.0
7629,2.0,11,70.0,163,57.0,38.0,62.0,65.0,43.0,61.0,48.0,43.0,62.0,69.0,57.0,53.0,72.0,65.0,75.0,60.0,72.0,90.0,70.0,47.0,67.0,62.0,62.0,62.0,42.0,68.0,67.0,68.0,65.0
7630,2.0,8,75.0,194,50.0,22.0,74.0,51.0,24.0,26.0,40.0,21.0,53.0,42.0,36.0,52.0,31.0,55.0,31.0,49.0,71.0,73.0,91.0,24.0,83.0,61.0,26.0,23.0,30.0,60.0,65.0,68.0,62.0
7631,3.0,11,72.0,152,53.0,58.0,54.0,68.0,46.0,65.0,52.0,39.0,68.0,72.0,82.0,82.0,78.0,69.0,74.0,47.0,79.0,80.0,57.0,55.0,68.0,65.0,54.0,64.0,63.0,63.0,68.0,63.0,62.0
7632,3.0,5,73.0,187,64.0,48.0,58.0,68.0,67.0,67.0,60.0,41.0,64.0,69.0,78.0,84.0,77.0,70.0,77.0,77.0,89.0,79.0,83.0,74.0,75.0,65.0,55.0,65.0,47.0,63.0,64.0,70.0,73.0
7633,2.0,1,76.0,185,39.0,65.0,72.0,63.0,51.0,68.0,31.0,32.0,31.0,62.0,73.0,79.0,67.0,65.0,60.0,71.0,72.0,64.0,81.0,56.0,58.0,32.0,61.0,61.0,66.0,58.0,19.0,36.0,27.0
7634,2.0,19,73.0,174,72.0,35.0,55.0,65.0,47.0,67.0,62.0,58.0,67.0,62.0,69.0,68.0,66.0,66.0,67.0,62.0,65.0,72.0,67.0,49.0,67.0,65.0,62.0,64.0,35.0,60.0,64.0,66.0,68.0
7635,2.0,1,74.0,181,50.0,69.0,65.0,57.0,64.0,63.0,34.0,27.0,39.0,62.0,72.0,75.0,66.0,64.0,59.0,68.0,71.0,78.0,79.0,61.0,59.0,38.0,70.0,50.0,60.0,67.0,21.0,44.0,22.0
7636,3.0,5,72.0,165,52.0,42.0,60.0,76.0,48.0,70.0,52.0,45.0,70.0,69.0,72.0,72.0,71.0,67.0,61.0,63.0,61.0,74.0,57.0,41.0,67.0,61.0,62.0,64.0,56.0,64.0,66.0,61.0,60.0
7637,3.0,16,69.0,159,72.0,42.0,55.0,74.0,54.0,69.0,65.0,59.0,68.0,72.0,67.0,65.0,61.0,66.0,66.0,68.0,64.0,75.0,60.0,60.0,47.0,53.0,60.0,64.0,67.0,67.0,50.0,55.0,50.0
7638,1.0,4,74.0,179,16.0,18.0,17.0,24.0,13.0,14.0,13.0,16.0,22.0,25.0,47.0,40.0,33.0,64.0,58.0,23.0,56.0,45.0,70.0,13.0,20.0,22.0,12.0,30.0,31.0,55.0,9.0,16.0,21.0
7639,3.0,19,71.0,157,69.0,60.0,59.0,67.0,66.0,72.0,63.0,65.0,64.0,65.0,83.0,85.0,74.0,58.0,70.0,68.0,65.0,76.0,54.0,68.0,62.0,61.0,65.0,66.0,61.0,63.0,63.0,66.0,64.0
7640,1.0,4,73.0,174,14.0,13.0,11.0,30.0,19.0,18.0,19.0,13.0,38.0,23.0,45.0,40.0,36.0,68.0,56.0,20.0,65.0,23.0,63.0,19.0,20.0,17.0,18.0,37.0,21.0,60.0,18.0,19.0,16.0
7641,1.0,4,72.0,174,23.0,20.0,12.0,38.0,13.0,21.0,16.0,33.0,45.0,23.0,55.0,57.0,58.0,72.0,58.0,31.0,71.0,36.0,68.0,20.0,27.0,11.0,13.0,69.0,34.0,67.0,11.0,19.0,21.0
7642,2.0,8,73.0,181,71.0,49.0,63.0,67.0,54.0,66.0,71.0,69.0,66.0,69.0,56.0,53.0,67.0,65.0,59.0,74.0,63.0,75.0,74.0,68.0,78.0,64.0,59.0,59.0,61.0,71.0,63.0,69.0,67.0
7643,3.0,5,73.0,168,60.0,46.0,60.0,70.0,53.0,66.0,60.0,55.0,70.0,71.0,58.0,67.0,59.0,68.0,54.0,66.0,58.0,73.0,78.0,62.0,68.0,56.0,53.0,70.0,60.0,64.0,60.0,64.0,61.0
7644,3.0,3,70.0,159,68.0,55.0,67.0,67.0,64.0,65.0,69.0,48.0,62.0,67.0,72.0,74.0,68.0,71.0,68.0,70.0,60.0,68.0,58.0,69.0,63.0,59.0,70.0,67.0,57.0,62.0,41.0,52.0,46.0
7645,2.0,11,72.0,172,34.0,22.0,51.0,66.0,24.0,43.0,27.0,40.0,58.0,62.0,47.0,49.0,54.0,59.0,59.0,50.0,61.0,72.0,79.0,29.0,84.0,64.0,27.0,60.0,47.0,55.0,66.0,70.0,65.0
7646,2.0,8,73.0,181,54.0,33.0,75.0,61.0,31.0,51.0,26.0,27.0,56.0,47.0,70.0,70.0,67.0,53.0,51.0,42.0,65.0,62.0,68.0,39.0,68.0,66.0,32.0,35.0,41.0,57.0,71.0,71.0,59.0
7647,3.0,19,74.0,192,72.0,24.0,64.0,67.0,44.0,65.0,66.0,65.0,65.0,63.0,65.0,71.0,60.0,58.0,47.0,56.0,58.0,69.0,81.0,56.0,67.0,67.0,55.0,59.0,45.0,59.0,61.0,69.0,65.0
7648,3.0,1,72.0,165,58.0,66.0,64.0,66.0,67.0,66.0,75.0,74.0,66.0,66.0,66.0,66.0,71.0,65.0,67.0,71.0,81.0,52.0,68.0,66.0,55.0,34.0,66.0,69.0,81.0,68.0,32.0,34.0,44.0
7649,3.0,5,72.0,165,59.0,70.0,57.0,67.0,49.0,73.0,59.0,47.0,67.0,72.0,66.0,63.0,72.0,63.0,77.0,58.0,56.0,64.0,57.0,70.0,48.0,63.0,59.0,62.0,49.0,54.0,59.0,62.0,55.0
7650,2.0,5,72.0,168,52.0,55.0,45.0,64.0,56.0,61.0,58.0,46.0,62.0,63.0,67.0,67.0,76.0,61.0,67.0,70.0,74.0,83.0,72.0,67.0,84.0,65.0,59.0,63.0,47.0,63.0,68.0,64.0,65.0
7651,2.0,16,71.0,159,67.0,36.0,50.0,59.0,59.0,56.0,48.0,53.0,58.0,59.0,66.0,67.0,66.0,64.0,69.0,65.0,71.0,78.0,63.0,52.0,65.0,63.0,39.0,60.0,64.0,63.0,67.0,70.0,67.0
7652,2.0,8,74.0,185,29.0,27.0,64.0,47.0,31.0,35.0,22.0,30.0,49.0,47.0,51.0,55.0,45.0,63.0,54.0,35.0,51.0,51.0,79.0,25.0,79.0,69.0,23.0,42.0,35.0,51.0,67.0,66.0,62.0
7653,3.0,11,71.0,157,46.0,48.0,56.0,70.0,47.0,64.0,69.0,73.0,67.0,66.0,65.0,76.0,75.0,63.0,74.0,59.0,60.0,71.0,72.0,52.0,66.0,64.0,60.0,68.0,58.0,61.0,58.0,65.0,58.0
7654,2.0,1,72.0,181,59.0,63.0,64.0,53.0,51.0,67.0,51.0,49.0,42.0,60.0,76.0,87.0,64.0,65.0,60.0,73.0,73.0,67.0,83.0,59.0,52.0,35.0,66.0,51.0,61.0,62.0,30.0,36.0,36.0
7655,2.0,5,69.0,163,67.0,59.0,52.0,70.0,53.0,60.0,68.0,73.0,69.0,65.0,64.0,67.0,82.0,67.0,80.0,65.0,62.0,73.0,56.0,71.0,57.0,60.0,58.0,70.0,62.0,63.0,65.0,58.0,51.0
7656,3.0,5,71.0,154,61.0,58.0,61.0,72.0,45.0,67.0,53.0,58.0,67.0,67.0,59.0,60.0,77.0,59.0,73.0,56.0,70.0,65.0,57.0,56.0,65.0,47.0,65.0,70.0,59.0,66.0,52.0,49.0,45.0
7657,2.0,8,75.0,183,37.0,38.0,71.0,56.0,39.0,39.0,49.0,59.0,57.0,49.0,32.0,33.0,30.0,58.0,29.0,74.0,33.0,33.0,80.0,61.0,71.0,70.0,30.0,49.0,57.0,68.0,72.0,67.0,63.0
7658,2.0,19,70.0,154,57.0,43.0,60.0,70.0,32.0,58.0,47.0,48.0,68.0,68.0,67.0,65.0,63.0,67.0,65.0,49.0,70.0,75.0,70.0,55.0,58.0,65.0,44.0,56.0,49.0,53.0,73.0,67.0,58.0
7659,3.0,1,70.0,154,42.0,67.0,66.0,61.0,59.0,63.0,41.0,38.0,53.0,65.0,78.0,76.0,83.0,62.0,60.0,65.0,88.0,72.0,69.0,54.0,75.0,50.0,64.0,43.0,62.0,54.0,20.0,46.0,41.0
7660,3.0,3,72.0,170,64.0,66.0,54.0,65.0,38.0,68.0,46.0,40.0,53.0,68.0,74.0,73.0,70.0,65.0,58.0,61.0,56.0,70.0,62.0,58.0,58.0,59.0,67.0,57.0,38.0,64.0,31.0,64.0,62.0
7661,3.0,3,71.0,154,58.0,68.0,50.0,58.0,56.0,73.0,67.0,43.0,52.0,70.0,84.0,84.0,79.0,52.0,63.0,72.0,46.0,67.0,58.0,63.0,55.0,24.0,63.0,54.0,67.0,54.0,28.0,32.0,35.0
7662,3.0,12,69.0,163,63.0,65.0,51.0,68.0,66.0,64.0,60.0,72.0,66.0,68.0,62.0,64.0,70.0,56.0,80.0,72.0,62.0,51.0,72.0,69.0,61.0,40.0,67.0,69.0,58.0,64.0,35.0,40.0,35.0
7663,3.0,1,73.0,190,54.0,64.0,63.0,62.0,60.0,63.0,42.0,46.0,49.0,65.0,74.0,77.0,58.0,67.0,61.0,72.0,75.0,82.0,77.0,50.0,74.0,35.0,66.0,57.0,62.0,62.0,14.0,12.0,13.0
7664,2.0,8,70.0,183,56.0,25.0,62.0,63.0,30.0,53.0,46.0,54.0,61.0,54.0,64.0,70.0,62.0,55.0,68.0,51.0,90.0,79.0,80.0,46.0,65.0,61.0,33.0,53.0,39.0,58.0,65.0,66.0,64.0
7665,3.0,5,70.0,161,55.0,51.0,51.0,70.0,53.0,68.0,70.0,59.0,66.0,67.0,74.0,72.0,76.0,65.0,79.0,69.0,64.0,68.0,57.0,64.0,68.0,65.0,62.0,67.0,49.0,60.0,61.0,65.0,61.0
